risk_score,file,function,start_line,end_line,body_lines,size_terms,guard_hits,lock_hits,once_hits,atomic_hits,alloc_hits,destroy_hits,arithmetic_lines,pointer_lines,global_write_lines,init_flag_lines,count_like_writes,token_density,reasons,signature,excerpt
15,actor.c,kain_actor_low_bit_index_u64,313,326,14,index,,,,,,,1,2,0,0,0,3,touches size/count/capacity vocabulary,static unsigned int kain_actor_low_bit_index_u64(uint64_t one_hot) {,"static unsigned int kain_actor_low_bit_index_u64(uint64_t one_hot) { || static const unsigned char debruijn_index[64] = { || 0, 1, 48, 2, 57, 49, 28, 3,"
15,actor.c,kain_actor_reply_port_spin_pause,327,344,18,index,,,,,,,0,0,0,0,0,3,touches size/count/capacity vocabulary,static void kain_actor_reply_port_spin_pause(unsigned int spin_index) {,static void kain_actor_reply_port_spin_pause(unsigned int spin_index) { || #ifdef _WIN32 || if ((spin_index & 63u) == 63u) {
15,actor.c,kain_actor_reply_port_state_uses_inline_payload,629,637,9,payload,,,,,,,3,1,0,0,0,1,touches size/count/capacity vocabulary,"static int kain_actor_reply_port_state_uses_inline_payload( const KainActorReplyPortState* state, const void* reply_data ) {","static int kain_actor_reply_port_state_uses_inline_payload( || const KainActorReplyPortState* state, || const void* reply_data"
15,actor.c,kain_actor_table_get,1768,1778,11,size,,,,,,,2,1,0,0,0,1,touches size/count/capacity vocabulary,/* * Actor Table Operations */ static KainActorState_Internal* kain_actor_table_get(KainActorId actor_id) {,/* || * Actor Table Operations || */
15,actor.c,kain_actor_table_copy_ref,1779,1804,26,size,,EnterCriticalSection(|LeaveCriticalSection(|pthread_mutex_lock(|pthread_mutex_unlock(,,,,,1,2,1,0,0,1,touches size/count/capacity vocabulary,"static int kain_actor_table_copy_ref(KainActorId actor_id, KainActorRef* out_actor_ref) {","static int kain_actor_table_copy_ref(KainActorId actor_id, KainActorRef* out_actor_ref) { || int found = 0; || kain_actor_ref_zero(out_actor_ref);"
15,async.c,kain_async_attrition_update_peak,131,145,15,count,,,,atomic_,,,1,0,0,0,0,3,touches size/count/capacity vocabulary,"static void kain_async_attrition_update_peak( atomic_uint_least64_t* peak_counter, uint64_t candidate ) {","static void kain_async_attrition_update_peak( || atomic_uint_least64_t* peak_counter, || uint64_t candidate"
15,async.c,kain_async_set_diag,205,226,22,path,,,,,,,3,0,0,0,0,1,touches size/count/capacity vocabulary,"static void kain_async_set_diag( KainDiagnostic* diag, KainDiagSeverity severity, int code, const char* message, const char* detail ) {","static void kain_async_set_diag( || KainDiagnostic* diag, || KainDiagSeverity severity,"
15,async.c,kain_async_low_bit_index_u64,284,297,14,index,,,,,,,1,2,0,0,0,3,touches size/count/capacity vocabulary,static unsigned int kain_async_low_bit_index_u64(uint64_t one_hot) {,"static unsigned int kain_async_low_bit_index_u64(uint64_t one_hot) { || static const unsigned char debruijn_index[64] = { || 0, 1, 48, 2, 57, 49, 28, 3,"
15,async.c,kain_async_index_start_slot,298,301,4,index|mask|slot,,,,,,,0,0,0,0,0,4,touches size/count/capacity vocabulary,"static uint32_t kain_async_index_start_slot(uint64_t id, uint32_t mask) {","static uint32_t kain_async_index_start_slot(uint64_t id, uint32_t mask) { || return (uint32_t)(kain_async_mix_id(id) & mask); || }"
15,async.c,kain_async_destroy_task_sync_primitives,443,454,12,,,,,,,DeleteCriticalSection(|pthread_cond_destroy(|pthread_mutex_destroy(,4,3,0,0,0,0,multiple arithmetic sites in one function,static void kain_async_destroy_task_sync_primitives(KainAsyncTaskRecord* task) {,static void kain_async_destroy_task_sync_primitives(KainAsyncTaskRecord* task) { || if (task == NULL) { || return;
15,attrition.c,kain_attrition_runtime_reset,274,283,10,count,,,,,,,0,0,0,0,0,3,touches size/count/capacity vocabulary,void kain_attrition_runtime_reset(void) {,void kain_attrition_runtime_reset(void) { || kain_attrition_ensure_initialized(); || kain_attrition_lock();
15,attrition.c,kain_attrition_runtime_configure,284,310,27,capacity,,,,atomic_,,,2,0,2,0,0,4,touches size/count/capacity vocabulary,void kain_attrition_runtime_configure(const KainAttritionSessionConfig* config) {,void kain_attrition_runtime_configure(const KainAttritionSessionConfig* config) { || KainAttritionSessionConfig local_config; || kain_attrition_ensure_initialized();
15,attrition.c,kain_attrition_note_actor_stale_reject,839,848,10,generation,,,,,,,0,0,0,0,0,2,touches size/count/capacity vocabulary,"void kain_attrition_note_actor_stale_reject(uint64_t actor_id, uint64_t generation) {","void kain_attrition_note_actor_stale_reject(uint64_t actor_id, uint64_t generation) { || if (!kain_attrition_enabled_fast()) { || return;"
15,compatibility.c,kain_bundle_activate,224,247,24,,,,,,,,6,3,0,0,0,0,multiple arithmetic sites in one function,"int kain_bundle_activate(KainBundleHandle* handle, KainDiagnostic* diag) {","int kain_bundle_activate(KainBundleHandle* handle, KainDiagnostic* diag) { || if (!handle) { || kain_compat_set_diag("
15,compatibility.c,kain_bundle_deactivate,248,270,23,,,,,,,,5,2,0,0,0,0,multiple arithmetic sites in one function,"int kain_bundle_deactivate(KainBundleHandle* handle, KainDiagnostic* diag) {","int kain_bundle_deactivate(KainBundleHandle* handle, KainDiagnostic* diag) { || if (!handle) { || kain_compat_set_diag("
15,compatibility.c,kain_compat_print_validation_result,453,461,9,size,,,,,,,1,1,0,0,0,1,touches size/count/capacity vocabulary,void kain_compat_print_validation_result( const KainCompatibilityValidationResult* result ) {,void kain_compat_print_validation_result( || const KainCompatibilityValidationResult* result || ) {
15,contract.c,contract_target_is_raw_native,60,70,11,,,,,,,,4,3,0,0,0,0,multiple arithmetic sites in one function,static int contract_target_is_raw_native( const KainRuntimeContractBundle* bundle ) {,static int contract_target_is_raw_native( || const KainRuntimeContractBundle* bundle || ) {
